Month,Day,Time,Quantity,Cost
Jan,15,5.0,3,28650000.0
Jan,15,6.5,1,28608900.0
Jan,15,9.0,1,28500000.0
Jan,15,11.0,7,28421000.0
Jan,15,11.5,3,28400000.0
Jan,15,12.5,1,28461200.0
Jan,15,13.0,3,28490800.0
Jan,15,13.5,1,28519200.0
Jan,15,14.0,4,28563000.0
Jan,15,14.5,4,28629900.0
Jan,15,15.0,4,28682200.0
Jan,15,16.0,3,28723500.0
Jan,15,17.5,1,28757500.0
Jan,15,18.0,1,28500000.0
Jan,15,19.0,3,28700000.0
Jan,15,19.5,12,28820000.0
Jan,15,20.0,5,28774900.0
Jan,15,20.5,1,28777500.0
Jan,15,21.0,5,28000000.0
Jan,15,21.5,4,28266900.0
Jan,15,22.5,1,28708600.0
Jan,15,23.5,2,28734600.0
Jan,16,0.0,2,28621800.0
Jan,16,1.0,8,28500000.0
Jan,16,1.5,9,28500000.0
Jan,16,2.5,1,28500000.0
Jan,16,3.0,1,28594100.0
Jan,16,3.5,1,28600000.0
Jan,16,4.0,2,28600000.0
Jan,16,4.5,1,28600000.0
Jan,16,6.0,2,28600000.0
Jan,16,6.5,4,28600000.0
Jan,16,7.0,1,28559900.0
Jan,16,7.5,3,28601400.0
Jan,16,8.0,1,28825000.0
Jan,16,9.0,1,28626000.0
Jan,16,9.5,1,28642300.0
Jan,16,12.5,2,28741900.0
Jan,16,13.0,1,28675400.0
Jan,16,13.5,8,28336500.0
Jan,16,14.0,10,28200000.0
Jan,16,14.5,15,29000000.0
Jan,16,15.0,4,28500000.0
Jan,16,15.5,2,28721300.0
Jan,16,16.0,1,28659100.0
Jan,16,16.5,1,28675500.0
Jan,16,17.0,6,28421700.0
Jan,16,18.5,9,28663100.0
Jan,16,19.0,6,28237900.0
Jan,16,19.5,2,28634700.0
Jan,16,20.5,2,28774700.0
Jan,16,21.0,1,28650000.0
Jan,16,21.5,1,28659400.0
Jan,16,22.0,5,28886500.0
Jan,16,22.5,1,28692500.0
Jan,17,0.5,1,28709800.0
Jan,17,1.5,1,28700000.0
Jan,17,2.0,2,28718900.0
Jan,17,2.5,2,28753700.0
Jan,17,4.5,1,28777800.0
Jan,17,6.0,6,28608700.0
Jan,17,9.0,1,28766800.0
Jan,17,10.0,2,28500000.0
Jan,17,12.0,2,28820700.0
Jan,17,13.0,2,28834800.0
Jan,17,15.5,1,28789700.0
Jan,17,16.0,7,28384800.0
Jan,17,16.5,11,28650000.0
Jan,17,17.0,7,28650000.0
Jan,17,17.5,4,28600000.0
Jan,17,18.0,1,28621200.0
Jan,17,18.5,6,28590000.0
Jan,17,19.0,13,28803400.0
Jan,17,19.5,4,28397800.0
Jan,17,20.5,2,28210200.0
Jan,17,21.0,4,28531300.0
Jan,17,21.5,4,28636700.0
Jan,17,22.0,1,28669500.0
Jan,18,0.5,2,28718200.0
Jan,18,1.0,5,28553200.0
Jan,18,1.5,3,28624000.0
Jan,18,3.0,4,28500000.0
Jan,18,3.5,1,28586900.0
Jan,18,4.0,9,28300000.0
Jan,18,4.5,2,28613700.0
Jan,18,6.5,1,28619600.0
Jan,18,11.5,1,28500000.0
Jan,18,12.0,10,28300000.0
Jan,18,13.0,1,28602000.0
Jan,18,14.5,1,28618300.0
Jan,18,15.0,1,28634700.0
Jan,18,16.0,1,28651000.0
Jan,18,16.5,1,28650000.0
Jan,18,18.5,2,28650000.0
Jan,18,19.0,1,28667300.0
Jan,18,19.5,6,28683900.0
Jan,18,20.0,2,28700300.0
Jan,18,20.5,9,28744000.0
Jan,18,22.5,1,28735000.0
Jan,18,23.5,12,28735000.0
Jan,19,0.5,4,28735000.0
Jan,19,1.5,5,28650000.0
Jan,19,2.0,2,28600000.0
Jan,19,2.5,3,28349500.0
Jan,19,3.5,1,28620500.0
Jan,19,4.0,1,28637000.0
Jan,19,4.5,3,28500000.0
Jan,19,5.0,2,28500000.0
Jan,19,6.5,3,28500000.0
Jan,19,7.0,1,28568900.0
Jan,19,8.0,3,28531200.0
Jan,19,8.5,2,28450000.0
Jan,19,9.5,2,28506300.0
Jan,19,13.0,2,28601900.0
Jan,19,14.0,2,28473200.0
Jan,19,15.5,1,28500000.0
Jan,19,16.5,2,28553500.0
Jan,19,17.0,1,28579400.0
Jan,19,17.5,6,28634700.0
Jan,19,18.5,1,28695000.0
Jan,19,20.0,1,28695000.0
Jan,19,22.0,2,28698100.0
Jan,19,22.5,3,28500000.0
Jan,19,23.5,1,28679900.0
Jan,20,0.0,2,28600000.0
Jan,20,0.5,9,28279300.0
Jan,20,1.0,2,28112500.0
Jan,20,1.5,1,28630800.0
Jan,20,3.0,2,28500000.0
Jan,20,3.5,2,28200000.0
Jan,20,4.5,5,28500000.0
Jan,20,5.0,2,28443100.0
Jan,20,6.5,1,28579200.0
Jan,20,8.0,1,28595600.0
Jan,20,8.5,1,28612100.0
Jan,20,9.0,1,28628500.0
Jan,20,9.5,2,28672500.0
Jan,20,12.5,1,28400000.0
Jan,20,14.0,2,28642500.0
Jan,20,14.5,4,28589000.0
Jan,20,15.5,1,28500000.0
Jan,20,18.0,2,28600000.0
Jan,20,18.5,3,28335700.0
Jan,20,19.0,13,28621900.0
Jan,20,19.5,5,28700000.0
Jan,20,20.5,4,28500000.0
Jan,20,21.0,1,28644900.0
Jan,20,21.5,1,28661300.0
Jan,20,22.0,1,28677800.0
Jan,20,22.5,1,28694400.0
Jan,20,23.5,1,28700000.0
Jan,21,0.0,5,28699700.0
Jan,21,2.0,7,28578100.0
Jan,21,2.5,1,28679600.0
Jan,21,3.0,6,28735000.0
Jan,21,3.5,4,28740000.0
Jan,21,4.0,3,28500000.0
Jan,21,4.5,1,28663600.0
Jan,21,5.0,1,28680100.0
Jan,21,5.5,2,28696400.0
Jan,21,6.0,2,28600000.0
Jan,21,7.0,5,28590000.0
Jan,21,8.5,1,40000000.0
Jan,21,9.0,1,28631000.0
Jan,21,9.5,1,28600000.0
Jan,21,10.0,2,28639100.0
Jan,21,11.5,10,28715800.0
Jan,21,14.5,2,28722800.0
Jan,21,15.0,1,28748900.0
Jan,21,15.5,1,28766900.0
Jan,21,16.5,1,28800000.0
Jan,21,17.5,1,28786300.0
Jan,21,18.5,2,28666700.0
Jan,21,19.0,1,28785000.0
Jan,21,19.5,1,28788200.0
Jan,21,20.5,3,28750000.0
Jan,21,23.0,4,28588700.0
Jan,22,0.0,3,28772100.0
Jan,22,1.0,3,28552000.0
Jan,22,2.0,5,28792400.0
Jan,22,2.5,1,28792500.0
Jan,22,4.0,1,28790000.0
Jan,22,5.0,1,28700000.0
Jan,22,5.5,1,28700000.0
Jan,22,6.0,2,28725000.0
Jan,22,6.5,1,28760000.0
Jan,22,7.0,5,28500000.0
Jan,22,7.5,7,28500000.0
Jan,22,8.0,2,28583000.0
Jan,22,9.0,1,28500000.0
Jan,22,10.0,1,28600000.0
Jan,22,10.5,2,27971900.0
Jan,22,11.0,1,28627100.0
Jan,22,13.0,2,28651600.0
Jan,22,14.5,2,28655200.0
Jan,22,15.0,1,28650000.0
Jan,22,15.5,1,28650000.0
Jan,22,16.0,3,28662000.0
Jan,22,16.5,1,28684000.0
Jan,22,17.0,1,28684000.0
Jan,22,18.0,2,28685000.0
Jan,22,18.5,1,28685000.0
Jan,22,19.0,9,28690000.0
Jan,22,20.0,1,28709700.0
Jan,22,20.5,1,28700000.0
Jan,22,21.5,5,28200000.0
Jan,22,22.0,2,28500000.0
Jan,22,22.5,2,28602400.0
Jan,22,23.0,1,28627500.0
Jan,23,0.5,1,28643700.0
Jan,23,1.5,2,28500000.0
Jan,23,2.0,1,28600000.0
Jan,23,2.5,1,28600000.0
Jan,23,3.5,1,28500000.0
Jan,23,4.0,1,28592700.0
Jan,23,4.5,4,28500000.0
Jan,23,5.0,1,28539000.0
Jan,23,5.5,2,28578500.0
Jan,23,6.0,2,28187100.0
Jan,23,6.5,1,28556400.0
Jan,23,7.0,5,28000000.0
Jan,23,8.0,1,28518400.0
Jan,23,9.0,1,28536300.0
Jan,23,9.5,1,28554200.0
Jan,23,10.5,2,28600000.0
Jan,23,11.0,1,28550000.0
Jan,23,12.0,1,28552800.0
Jan,23,12.5,1,28570100.0
Jan,23,13.0,20,28624600.0
Jan,23,14.5,2,28800000.0
Jan,23,16.0,7,28615300.0
Jan,23,17.0,3,28600000.0
Jan,23,17.5,1,28603100.0
Jan,23,18.0,5,28632000.0
Jan,23,19.0,10,28800000.0
Jan,23,19.5,1,28702000.0
Jan,23,20.5,3,28736200.0
Jan,23,21.0,2,28780200.0
Jan,23,22.5,7,28700000.0
Jan,23,23.0,4,28625000.0
Jan,23,23.5,2,28677300.0
Jan,24,0.0,2,28418500.0
Jan,24,0.5,1,28638200.0
Jan,24,2.0,11,27000000.0
Jan,24,2.5,15,28470900.0
Jan,24,3.0,2,28525100.0
Jan,24,3.5,1,28552300.0
Jan,24,4.0,1,28569400.0
Jan,24,4.5,3,28586600.0
Jan,24,5.5,7,28200000.0
Jan,24,6.0,4,28500000.0
Jan,24,7.5,1,28636100.0
Jan,24,10.0,4,28600000.0
Jan,24,11.5,5,28600000.0
Jan,24,12.5,3,28601000.0
Jan,24,14.0,6,28700000.0
Jan,24,14.5,5,28700000.0
Jan,24,15.0,1,28667600.0
Jan,24,15.5,1,28684100.0
Jan,24,16.0,1,28700000.0
Jan,24,17.5,2,28750500.0
Jan,24,18.5,1,27000000.0
Jan,24,19.5,1,28718400.0
Jan,24,20.0,1,28735500.0
Jan,24,20.5,3,28751500.0
Jan,24,21.0,1,28000000.0
Jan,24,21.5,4,28751200.0
Jan,24,22.0,9,28650000.0
Jan,24,22.5,8,28000000.0
Jan,25,12.4333333333,158,28300000.0
Jan,26,12.4333333333,250,27250000.0
Jan,27,12.4333333333,175,28000000.0
Jan,28,12.4333333333,387,27200000.0
Jan,29,12.4333333333,139,27250000.0
Jan,30,12.4333333333,152,27000000.0
Jan,31,12.4333333333,111,27583100.0
Feb,1,12.4333333333,210,27000000.0
Feb,2,12.4333333333,190,27345200.0
Feb,3,12.4333333333,215,27000000.0
Feb,4,12.4333333333,286,26700000.0
Feb,5,12.4333333333,185,26400000.0
Feb,6,12.4333333333,111,26450000.0
Feb,7,12.4333333333,140,27100000.0
Feb,7,23.0,19,27300000.0
Feb,7,23.5,3,27094700.0
Feb,8,0.0,4,27191600.0
Feb,8,0.5,5,27249300.0
Feb,8,1.0,3,27100000.0
Feb,8,2.0,2,27050000.0
Feb,8,2.5,21,26931700.0
Feb,8,3.0,10,27095100.0
Feb,8,3.5,2,27050000.0
Feb,8,4.0,3,27100000.0
Feb,8,4.5,1,27177100.0
Feb,8,6.0,1,26500000.0
Feb,8,6.5,17,26500000.0
Feb,8,7.0,1,26900000.0
Feb,8,7.5,1,26000000.0
Feb,8,8.0,3,26000000.0
Feb,8,8.5,1,26900000.0
Feb,8,9.0,1,26900000.0
Feb,8,9.5,5,26900000.0
Feb,8,10.0,4,26697500.0
Feb,8,10.5,3,26988400.0
Feb,8,11.5,1,26500000.0
Feb,8,12.0,1,26971900.0
Feb,8,12.5,5,27083500.0
Feb,8,13.5,2,27024000.0
Feb,8,14.0,1,27000000.0
Feb,8,14.5,3,27044900.0
Feb,8,15.0,4,26682800.0
Feb,8,15.5,2,26981300.0
Feb,8,16.0,4,26000000.0
Feb,8,16.5,8,26112500.0
Feb,8,17.0,8,25728200.0
Feb,8,17.5,4,26894500.0
Feb,8,18.0,10,26777200.0
Feb,8,18.5,7,26500000.0
Feb,8,19.0,6,26833700.0
Feb,8,19.5,4,26981100.0
Feb,8,20.0,4,27079200.0
Feb,8,21.0,6,27100000.0
Feb,8,21.5,2,27083300.0
Feb,8,22.0,5,27095500.0
Feb,8,22.5,1,27125000.0
Feb,9,1.5,1,26999000.0
Feb,9,2.0,3,26989900.0
Feb,9,6.0,2,27103800.0
Feb,9,6.5,3,27000000.0
Feb,9,8.0,5,26500000.0
Feb,9,8.5,7,26500000.0
Feb,9,9.0,1,26907000.0
Feb,9,9.5,1,26914000.0
Feb,9,10.0,3,26000000.0
Feb,9,10.5,1,26791300.0
Feb,9,11.0,3,27000000.0
Feb,9,11.5,1,26987000.0
Feb,9,12.5,12,27098200.0
Feb,9,13.5,5,26933300.0
Feb,9,16.5,4,27052200.0
Feb,9,17.0,3,27100000.0
Feb,9,17.5,2,27100000.0
Feb,9,18.0,1,27100000.0
Feb,9,18.5,5,27000400.0
Feb,9,19.0,1,27100000.0
Feb,9,19.5,1,27100000.0
Feb,9,20.5,2,27118900.0
Feb,9,21.0,2,27131800.0
Feb,9,21.5,1,27123500.0
Feb,9,22.5,2,27050000.0
Feb,9,23.0,1,27102900.0
Feb,9,23.5,4,27174900.0
Feb,10,0.0,1,27150000.0
Feb,10,0.5,2,27206200.0
Feb,10,1.0,1,27189100.0
Feb,10,3.0,1,27210600.0
Feb,10,3.5,1,27232800.0
Feb,10,4.0,3,27251900.0
Feb,10,4.5,7,27250000.0
Feb,10,5.0,6,27222400.0
Feb,10,5.5,1,27250000.0
Feb,10,6.5,3,27225000.0
Feb,10,7.0,1,27300000.0
Feb,10,7.5,3,27202900.0
Feb,10,8.5,2,27050000.0
Feb,10,12.5,5,27260000.0
Feb,10,13.5,2,27107300.0
Feb,10,14.5,1,27143100.0
Feb,10,15.0,1,27168600.0
Feb,10,15.5,1,27300000.0
Feb,10,16.0,2,27300000.0
Feb,10,16.5,1,27191100.0
Feb,10,17.0,2,27256900.0
Feb,10,19.5,3,27100000.0
Feb,10,21.0,5,26697100.0
Feb,10,23.0,4,27150000.0
Feb,10,23.5,1,27157800.0
Feb,11,0.0,2,27190800.0
Feb,11,1.0,1,27203000.0
Feb,11,1.5,1,27224000.0
Feb,11,2.0,1,27243900.0
Feb,11,3.0,1,27300000.0
Feb,11,3.5,1,27262000.0
Feb,11,4.0,1,27280400.0
Feb,11,6.0,1,27200000.0
Feb,11,6.5,3,27275000.0
Feb,11,7.5,4,27150000.0
Feb,11,8.5,4,26943400.0
Feb,11,10.0,3,27100000.0
Feb,11,11.0,1,27144600.0
Feb,11,11.5,2,27000000.0
Feb,11,12.5,2,27000000.0
Feb,11,13.5,1,27114000.0
Feb,11,15.0,1,27100000.0
Feb,11,15.5,1,27100000.0
Feb,11,16.0,1,27000000.0
Feb,11,16.5,1,27000000.0
Feb,11,17.0,3,26900000.0
Feb,11,17.5,3,27100000.0
Feb,11,18.5,2,27128000.0
Feb,11,19.0,6,27130400.0
Feb,11,19.5,7,27000000.0
Feb,11,20.5,3,27000600.0
Feb,11,21.0,1,27071400.0
Feb,11,22.0,2,27000000.0
Feb,11,22.5,5,26710300.0
Feb,11,23.5,2,26997500.0
Feb,12,0.0,1,27000000.0
Feb,12,0.5,3,26950000.0
Feb,12,1.0,1,26950000.0
Feb,12,1.5,4,27000000.0
Feb,12,2.0,3,26766700.0
Feb,12,2.5,2,27013500.0
Feb,12,3.0,2,26750000.0
Feb,12,3.5,1,27000000.0
Feb,12,5.0,1,27000000.0
Feb,12,6.5,2,27009500.0
Feb,12,9.0,2,27033600.0
Feb,12,10.5,2,27022400.0
Feb,12,11.0,1,27073900.0
Feb,12,11.5,1,27050000.0
Feb,12,12.5,2,27060700.0
Feb,12,13.0,1,27097000.0
Feb,12,13.5,1,27100000.0
Feb,12,14.0,7,26742900.0
Feb,12,14.5,3,27000000.0
Feb,12,15.5,3,27100000.0
Feb,12,16.0,2,27050500.0
Feb,12,16.5,1,27000000.0
Feb,12,17.0,1,27063700.0
Feb,12,18.0,4,26692500.0
Feb,12,18.5,3,27085000.0
Feb,12,19.0,9,27100000.0
Feb,12,19.5,3,27000000.0
Feb,12,20.0,3,27133000.0
Feb,12,20.5,2,27042600.0
Feb,12,21.0,2,27100000.0
Feb,12,21.5,2,27050000.0
Feb,12,22.0,2,27028100.0
Feb,12,22.5,1,27050000.0
Feb,13,0.0,7,26721400.0
Feb,13,1.0,3,27000000.0
Feb,13,4.0,2,27007900.0
Feb,13,4.5,5,26800000.0
Feb,13,7.5,1,27039400.0
Feb,13,10.0,2,27038000.0
Feb,13,11.0,1,27040000.0
Feb,13,11.5,1,27000000.0
Feb,13,13.0,1,27025000.0
Feb,13,15.5,1,27000000.0
Feb,13,17.5,1,27023300.0
Feb,13,18.0,1,27000000.0
Feb,13,18.5,1,27000000.0
Feb,13,19.5,1,26889000.0
Feb,13,20.0,2,26894900.0
Feb,13,21.0,1,27017000.0
Feb,13,23.0,3,26900000.0
Feb,13,23.5,1,26900000.0
Feb,14,1.5,7,26685700.0
Feb,14,2.0,3,26700000.0
Feb,14,2.5,3,26700000.0
Feb,14,4.0,1,26500000.0
Feb,14,5.0,16,25000000.0
Feb,14,6.0,2,26549000.0
Feb,14,6.5,1,26549000.0
Feb,14,7.0,3,26549500.0
Feb,14,7.5,6,26550000.0
Feb,14,8.5,6,26548000.0
Feb,14,9.5,1,26696400.0
Feb,14,10.5,1,26601000.0
Feb,14,12.5,6,25746900.0
Feb,14,15.0,1,26487600.0
Feb,14,15.5,1,25333300.0
Feb,14,16.5,9,25000000.0
Feb,14,17.0,2,26380000.0
Feb,14,18.0,1,26445000.0
Feb,14,18.5,2,25000000.0
Feb,14,19.0,3,26400000.0
Feb,14,19.5,2,26400000.0
Feb,14,20.0,1,26000000.0
Feb,14,21.0,4,26395000.0
Feb,14,21.5,5,26000000.0
Feb,14,22.0,1,26500000.0
Feb,14,22.5,3,26270900.0
Feb,14,23.0,1,26510600.0
Feb,15,0.5,1,26638500.0
Feb,15,1.0,1,26715600.0
Feb,15,2.0,1,26770400.0
Feb,15,2.5,1,26750000.0
Feb,15,3.0,4,26283900.0
Feb,15,3.5,1,26629600.0
Feb,15,4.0,5,26000000.0
Feb,15,4.5,1,26507600.0
Feb,15,5.0,3,26507600.0
Feb,15,6.0,2,26700000.0
Feb,15,7.5,3,26550000.0
Feb,15,8.0,2,26650000.0
Feb,15,12.0,1,26500000.0
Feb,15,13.5,2,26199600.0
Feb,15,14.5,1,26463800.0
Feb,15,15.0,2,26633500.0
Feb,15,16.0,2,26264100.0
Feb,15,16.5,3,26353100.0
Feb,15,17.0,4,26000000.0
Feb,15,17.5,5,26000000.0
Feb,15,18.0,4,26419000.0
Feb,15,18.5,2,26541300.0
Feb,15,19.5,4,26226700.0
Feb,15,20.0,1,26578000.0
Feb,15,20.5,2,26656200.0
Feb,15,21.0,3,26760000.0
Feb,15,21.5,2,26677500.0
Feb,15,22.0,1,26600000.0
Feb,15,23.0,2,26600000.0
Feb,15,23.5,2,26600000.0
Feb,16,0.5,6,26600000.0
Feb,16,1.0,1,26701000.0
Feb,16,1.5,5,26000000.0
Feb,16,2.0,4,26617500.0
Feb,16,2.5,2,26569100.0
Feb,16,3.5,1,26694100.0
Feb,16,4.0,3,26730000.0
Feb,16,4.5,4,26500000.0
Feb,16,5.0,4,26500000.0
Feb,16,6.5,19,25990000.0
Feb,16,7.5,1,26544500.0
Feb,16,11.0,2,26641500.0
Feb,16,11.5,4,26729000.0
Feb,16,13.0,1,26729000.0
Feb,16,15.0,1,26700000.0
Feb,16,15.5,1,26400000.0
Feb,16,16.0,1,26659800.0
Feb,16,17.0,3,26652500.0
Feb,16,17.5,1,26700000.0
Feb,16,18.0,2,26500000.0
Feb,16,18.5,1,26500000.0
Feb,16,19.0,18,26723700.0
Feb,16,19.5,9,26738000.0
Feb,16,20.0,1,26695600.0
Feb,16,22.0,1,26699000.0
Feb,16,22.5,1,26650000.0
Feb,16,23.0,1,26650000.0
Feb,17,0.0,6,26388600.0
Feb,17,0.5,1,26599000.0
Feb,17,1.0,9,26990000.0
Feb,17,1.5,3,26737900.0
Feb,17,2.5,2,26795900.0
Feb,17,3.0,4,26780800.0
Feb,17,3.5,4,26674500.0
Feb,17,4.5,8,26889300.0
Feb,17,6.0,1,26874300.0
Feb,17,6.5,2,26347100.0
Feb,17,7.0,6,26336700.0
Feb,17,10.0,1,26799100.0
Feb,17,12.0,1,26821400.0
Feb,17,12.5,1,26843300.0
Feb,17,13.0,1,26500000.0
Feb,17,13.5,1,26842500.0
Feb,17,14.0,1,26863200.0
Feb,17,14.5,1,26883400.0
Feb,17,15.5,2,26955400.0
Feb,17,16.0,1,26938500.0
Feb,17,16.5,1,26750000.0
Feb,17,17.0,2,26825000.0
Feb,17,18.0,2,26909500.0
Feb,17,18.5,2,26709200.0
Feb,17,19.0,2,26812500.0
Feb,17,20.0,10,26429500.0
Feb,17,21.0,1,26788400.0
Feb,17,22.0,14,26990000.0
Feb,17,22.5,2,26874400.0
Feb,17,23.5,1,26784700.0
Feb,18,0.0,5,25000000.0
Feb,18,0.5,4,26723600.0
Feb,18,1.0,1,26782100.0
Feb,18,1.5,3,26806100.0
Feb,18,2.0,6,26000000.0
Feb,18,2.5,3,26622000.0
Feb,18,4.5,7,26847200.0
Feb,18,5.0,16,26000000.0
Feb,18,5.5,5,26600500.0
Feb,18,6.0,12,26783400.0
Feb,18,7.0,1,26687700.0
Feb,18,7.5,4,26645400.0
Feb,18,12.0,1,26500000.0
Feb,18,12.5,1,26500000.0
Feb,18,13.0,1,26500000.0
Feb,18,15.0,5,26530300.0
Feb,18,15.5,1,26623200.0
Feb,18,16.5,1,26659300.0
Feb,18,17.0,3,26720200.0
Feb,18,18.0,1,26771400.0
Feb,18,18.5,1,26793400.0
Feb,18,20.0,1,26813100.0
Feb,18,20.5,3,26975000.0
Feb,18,21.0,1,26832800.0
Feb,18,22.0,2,26860800.0
Feb,18,22.5,17,26000000.0
Feb,18,23.0,2,26687900.0
Feb,18,23.5,4,26687900.0
Feb,19,0.0,10,26638500.0
Feb,19,0.5,10,26861400.0
Feb,19,2.0,1,26825000.0
Feb,19,2.5,1,26825000.0
Feb,19,3.0,1,26800000.0
Feb,19,3.5,6,26625000.0
Feb,19,4.0,4,26494000.0
Feb,19,4.5,1,26707700.0
Feb,19,7.0,4,26200000.0
Feb,19,8.0,1,26650000.0
Feb,19,9.0,3,26650000.0
Feb,19,9.5,1,26650000.0
Feb,19,12.0,1,26650000.0
Feb,19,13.5,3,26670700.0
Feb,19,14.0,1,26691100.0
Feb,19,14.5,1,26675000.0
Feb,19,16.0,2,26450000.0
Feb,19,17.0,2,26665700.0
Feb,19,18.0,1,26600000.0
Feb,19,18.5,3,26500000.0
Feb,19,19.0,1,26450000.0
Feb,19,19.5,1,26500000.0
Feb,19,20.0,1,26250000.0
Feb,19,20.5,2,26500000.0
Feb,19,21.0,2,26515300.0
Feb,19,21.5,1,26574300.0
Feb,19,22.0,6,26417400.0
Feb,19,22.5,3,26307400.0
Feb,19,23.5,2,26162300.0
Feb,20,0.0,1,26464900.0
Feb,20,1.0,5,26260000.0
Feb,20,1.5,7,26468800.0
Feb,20,2.5,2,26379100.0
Feb,20,3.5,13,26000000.0
Feb,20,4.0,1,26375800.0
Feb,20,5.5,1,26449600.0
Feb,20,6.0,6,26529400.0
Feb,20,6.5,3,26646400.0
Feb,20,7.0,8,26734500.0
Feb,20,7.5,1,26600000.0
Feb,20,11.0,1,26671600.0
Feb,20,14.5,1,26700000.0
Feb,20,16.0,7,26400000.0
Feb,20,16.5,9,26400000.0
Feb,20,17.0,1,26219500.0
Feb,20,18.0,1,26300000.0
Feb,20,18.5,1,26200000.0
Feb,20,21.0,4,26200000.0
Feb,20,21.5,26,25000000.0
Feb,20,22.0,15,25000000.0
Feb,20,22.5,6,24800000.0
Feb,20,23.0,2,26100000.0
Feb,20,23.5,1,25850000.0
Feb,21,0.0,5,26200000.0
Feb,21,0.5,6,26200000.0
Feb,21,1.0,1,26500000.0
